Month,AustralianPort,ForeignPort,Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Passengers_Total,Freight_Total_(tonnes),Mail_Total_(tonnes),Year,Month_num
Jul-85,Brisbane,Tokyo,Japan,642,22.019,0,206,5.422,0.296,848,27.441,0.296,1985,7
Jul-85,Brisbane,Vancouver,Canada,192,9.456,0,255,1.166,0.293,447,10.622,0.293,1985,7
Jul-85,Brisbane,Wellington,New Zealand,1250,16.733,0.342,948,15.693,0.473,2198,32.426,0.815,1985,7
Jul-85,Cairns,Honolulu,USA,367,0.008,0,424,1.926,0,791,1.934,0,1985,7
Jul-85,Cairns,Los Angeles,USA,225,0,0,0,0,0,225,0,0,1985,7
Jul-85,Cairns,Port Moresby,Papua New Guinea,1015,0.796,0,944,15.02,0,1959,15.816,0,1985,7
Jul-85,Cairns,San Francisco,USA,585,0,0,473,0.314,0,1058,0.314,0,1985,7
Jul-85,Cairns,Vancouver,Canada,190,2.388,0,116,0,0,306,2.388,0,1985,7
Jul-85,Darwin,Auckland,New Zealand,353,7.699,0,226,0.224,0.05,579,7.923,0.05,1985,7
Jul-85,Darwin,Bahrain,Bahrain,4,0,0,3,0,0,7,0,0,1985,7
Jul-85,Darwin,Bandar Seri Begawan,Brunei,327,0.26,0,198,21.388,0,525,21.648,0,1985,7
Jul-85,Darwin,Bombay,India,0,0,0,3,0,0,3,0,0,1985,7
Jul-85,Darwin,Denpasar,Indonesia,1088,0.386,0,895,0,0,1983,0.386,0,1985,7
Jul-85,Darwin,Frankfurt,Germany,0,0,0,27,0,0.017,27,0,0.017,1985,7
Jul-85,Darwin,Jakarta,Indonesia,21,0.428,0,75,0.227,0,96,0.655,0,1985,7
Jul-85,Darwin,London,UK,127,0.247,0,139,0.079,0.1,266,0.326,0.1,1985,7
Jul-85,Darwin,Rome,Italy,0,0,0,51,0.193,0.005,51,0.193,0.005,1985,7
Jul-85,Darwin,Singapore,Singapore,1193,3.245,0.001,994,65.999,0.053,2187,69.244,0.054,1985,7
Jul-85,Hobart,Christchurch,New Zealand,304,10.766,0.626,350,0.215,0.017,654,10.981,0.643,1985,7
Jul-85,Melbourne,Abu Dhabi,United Arab Emirates,156,0,0,34,45.6,0,190,45.6,0,1985,7
Jul-85,Melbourne,Amsterdam,Netherlands,495,34.594,0.007,569,6.954,2.457,1064,41.548,2.464,1985,7
Jul-85,Melbourne,Athens,Greece,1681,45.798,1.485,2592,2.766,1.984,4273,48.564,3.469,1985,7
Jul-85,Melbourne,Auckland,New Zealand,4833,317.477,0.881,4823,273.226,5.312,9656,590.703,6.193,1985,7
Jul-85,Melbourne,Bahrain,Bahrain,35,0.022,0.199,24,29.858,1.524,59,29.88,1.723,1985,7
Jul-85,Melbourne,Bangkok,Thailand,2503,72.971,0.016,2881,89.439,0.357,5384,162.41,0.373,1985,7
Jul-85,Melbourne,Beijing,China,91,6.461,0,86,3.347,0,177,9.808,0,1985,7
Jul-85,Melbourne,Belgrade,Yugoslavia,1001,0.882,0,1437,2.365,0.293,2438,3.247,0.293,1985,7
Jul-85,Melbourne,Bombay,India,111,5.312,0.059,93,0.219,0.308,204,5.531,0.367,1985,7
Jul-85,Melbourne,Christchurch,New Zealand,2014,134.397,0.586,1868,96.147,2.071,3882,230.544,2.657,1985,7
Jul-85,Melbourne,Colombo,Sri Lanka,146,0.461,0,138,3.352,0,284,3.813,0,1985,7
Jul-85,Melbourne,Denpasar,Indonesia,3146,6.289,0,2536,0.477,0,5682,6.766,0,1985,7
Jul-85,Melbourne,Dubai,United Arab Emirates,5,3.233,0,38,175.765,0,43,178.998,0,1985,7
Jul-85,Melbourne,Frankfurt,Germany,975,844.595,3.5,1153,82.788,4.661,2128,927.383,8.161,1985,7
Jul-85,Melbourne,Hong Kong,Hong Kong,5522,277.65,0.648,2966,357.141,4.963,8488,634.791,5.611,1985,7
Jul-85,Melbourne,Honolulu,USA,1668,30.746,0,1612,35.046,0.254,3280,65.792,0.254,1985,7
Jul-85,Melbourne,Houston,USA,3,0,0,0,0,0,3,0,0,1985,7
Jul-85,Melbourne,Jakarta,Indonesia,106,116.63,0.033,1128,85.203,0.265,1234,201.833,0.298,1985,7
Jul-85,Melbourne,Kuala Lumpur,Malaysia,1990,168.716,0.589,2006,71.957,0.084,3996,240.673,0.673,1985,7
Jul-85,Melbourne,London,UK,3012,268.832,0.556,3862,31.358,17.667,6874,300.19,18.223,1985,7
Jul-85,Melbourne,Los Angeles,USA,2015,322.029,0.052,2055,155.301,0.009,4070,477.33,0.061,1985,7
Jul-85,Melbourne,Manchester,UK,183,12.975,0.618,212,0.138,0,395,13.113,0.618,1985,7
Jul-85,Melbourne,Manila,Philippines,1749,149.561,0,1889,44.283,0.147,3638,193.844,0.147,1985,7
Jul-85,Melbourne,Muscat,Oman,28,6,0,172,38.6,0,200,44.6,0,1985,7
Jul-85,Melbourne,Nadi,Fiji,2568,9.979,0.1,2964,48.511,1.107,5532,58.49,1.207,1985,7
Jul-85,Melbourne,Nauru,Nauru,85,0.237,0,67,16.62,0,152,16.857,0,1985,7
Jul-85,Melbourne,New York,USA,33,2.043,0,0,0,0,33,2.043,0,1985,7
Jul-85,Melbourne,Papeete,Tahiti,183,0.71,0,167,62.995,0,350,63.705,0,1985,7
Jul-85,Melbourne,Rome,Italy,1607,56.491,1.076,2930,20.602,1.483,4537,77.093,2.559,1985,7
Jul-85,Melbourne,San Francisco,USA,873,34.784,0.052,892,55.792,17.39,1765,90.576,17.442,1985,7
Jul-85,Melbourne,Singapore,Singapore,7107,354.528,2.445,7181,433.089,3.066,14288,787.617,5.511,1985,7
Jul-85,Melbourne,Tokyo,Japan,317,58.195,5.812,291,58.889,1.08,608,117.084,6.892,1985,7
Jul-85,Melbourne,Vancouver,Canada,406,9.732,0,623,17.139,0.98,1029,26.871,0.98,1985,7
Jul-85,Melbourne,Wellington,New Zealand,921,53.359,0.413,917,44.605,2.905,1838,97.964,3.318,1985,7
Jul-85,Melbourne,Zagreb,Yugoslavia,0,0,0,150,0.046,0,150,0.046,0,1985,7
Jul-85,Norfolk Island,Auckland,New Zealand,508,6.293,0.421,496,0.566,0.169,1004,6.859,0.59,1985,7
Jul-85,Perth,Athens,Greece,0,0,0,23,0.015,0.011,23,0.015,0.011,1985,7
Jul-85,Perth,Auckland,New Zealand,1929,67.775,0,1435,13.255,0,3364,81.03,0,1985,7
Jul-85,Perth,Bahrain,Bahrain,14,0,0,15,26.286,0.015,29,26.286,0.015,1985,7
Jul-85,Perth,Bangkok,Thailand,632,14.061,0.251,824,14.761,0.064,1456,28.822,0.315,1985,7
Jul-85,Perth,Belgrade,Yugoslavia,0,0,0,141,0.256,0.004,141,0.256,0.004,1985,7
Jul-85,Perth,Bombay,India,364,2.242,0,351,3.337,0.147,715,5.579,0.147,1985,7
Jul-85,Perth,Denpasar,Indonesia,2110,6.316,0,2596,1.555,0.068,4706,7.871,0.068,1985,7
Jul-85,Perth,Frankfurt,Germany,146,0.195,0,83,0.157,0.506,229,0.352,0.506,1985,7
Jul-85,Perth,Harare,Zimbabwe,296,1.508,0,243,2.609,0.097,539,4.117,0.097,1985,7
Jul-85,Perth,Hong Kong,Hong Kong,1601,65.17,0,1328,142.392,0.178,2929,207.562,0.178,1985,7
Jul-85,Perth,Honolulu,USA,0,0,0,81,0.051,0.005,81,0.051,0.005,1985,7
Jul-85,Perth,Jakarta,Indonesia,478,13.155,0,471,54.592,0,949,67.747,0,1985,7
Jul-85,Perth,Johannesburg,South Africa,288,6.956,0,298,10.901,0,586,17.857,0,1985,7
Jul-85,Perth,Kuala Lumpur,Malaysia,1778,120.93,0.14,2167,171.265,0.258,3945,292.195,0.398,1985,7
Jul-85,Perth,London,UK,2550,16.489,3.436,2460,14.981,3.17,5010,31.47,6.606,1985,7
Jul-85,Perth,Mauritius,Mauritius,81,0.232,0,60,0.053,0,141,0.285,0,1985,7
Jul-85,Perth,Muscat,Oman,14,0,0,9,0,0,23,0,0,1985,7
Jul-85,Perth,Rome,Italy,232,0.199,0,385,0.023,0.313,617,0.222,0.313,1985,7
Jul-85,Perth,San Francisco,USA,0,0,0,198,0.026,1.514,198,0.026,1.514,1985,7
Jul-85,Perth,Singapore,Singapore,5732,209.965,1.584,5559,821.164,0.624,11291,1031.129,2.208,1985,7
Jul-85,Perth,Tokyo,Japan,15,2.928,0,12,8.129,0.235,27,11.057,0.235,1985,7
Jul-85,Port Hedland,Denpasar,Indonesia,138,0,0,139,0,0,277,0,0,1985,7
Jul-85,Port Hedland,Jakarta,Indonesia,0,0,0,17,0,0,17,0,0,1985,7
Jul-85,Sydney,Abu Dhabi,United Arab Emirates,120,0,0,262,42.9,0,382,42.9,0,1985,7
Jul-85,Sydney,Amsterdam,Netherlands,647,48.746,0.024,576,3.294,2.048,1223,52.04,2.072,1985,7
Jul-85,Sydney,Apia,Western Samoa,87,0.002,0,218,1.322,0,305,1.324,0,1985,7
Jul-85,Sydney,Athens,Greece,2127,64.676,1.075,2369,3.255,2.592,4496,67.931,3.667,1985,7
Jul-85,Sydney,Auckland,New Zealand,19611,1118.17,20.492,18015,914.918,40.437,37626,2033.088,60.929,1985,7
Jul-85,Sydney,Bahrain,Bahrain,120,1.088,0.99,96,7.223,1.653,216,8.311,2.643,1985,7
Jul-85,Sydney,Bangkok,Thailand,2891,162.322,0.621,2161,45.654,1.413,5052,207.976,2.034,1985,7
Jul-85,Sydney,Beijing,China,335,19.31,0.176,282,4.337,0.003,617,23.647,0.179,1985,7
Jul-85,Sydney,Belgrade,Yugoslavia,1302,59.633,0.876,1668,6.79,0.264,2970,66.423,1.14,1985,7
Jul-85,Sydney,Bombay,India,788,56.23,0.047,978,4.013,1.233,1766,60.243,1.28,1985,7
Jul-85,Sydney,Christchurch,New Zealand,5504,231.971,0.985,5937,85.335,2.082,11441,317.306,3.067,1985,7
Jul-85,Sydney,Colombo,Sri Lanka,124,0.921,0,95,1.665,0,219,2.586,0,1985,7
Jul-85,Sydney,Denpasar,Indonesia,2862,57.918,0,2625,0.624,0.036,5487,58.542,0.036,1985,7
Jul-85,Sydney,Dubai,United Arab Emirates,71,11.02,0,29,46.416,0,100,57.436,0,1985,7
Jul-85,Sydney,Frankfurt,Germany,1067,159.997,4.097,1049,47.778,6.972,2116,207.775,11.069,1985,7
Jul-85,Sydney,Guangzhou,China,66,6.163,0,89,0.988,0,155,7.151,0,1985,7
Jul-85,Sydney,Harare,Zimbabwe,367,13.648,0.141,338,6.271,0.289,705,19.919,0.43,1985,7
Jul-85,Sydney,Hong Kong,Hong Kong,8262,315.91,2.316,4524,507.445,6.407,12786,823.355,8.723,1985,7
Jul-85,Sydney,Honolulu,USA,4942,41.189,0,4080,58.16,1.244,9022,99.349,1.244,1985,7
Jul-85,Sydney,Houston,USA,28,0,0,0,0,0,28,0,0,1985,7
Jul-85,Sydney,Jakarta,Indonesia,2047,159.974,0.25,2090,115.66,0.552,4137,275.634,0.802,1985,7
Jul-85,Sydney,Johannesburg,South Africa,649,20.601,0,721,18.562,0,1370,39.163,0,1985,7
Jul-85,Sydney,Kuala Lumpur,Malaysia,1960,157.777,1.492,1833,120.826,0.119,3793,278.603,1.611,1985,7
Jul-85,Sydney,London,UK,4588,482.796,1.334,4827,81.838,23.032,9415,564.634,24.366,1985,7
Jul-85,Sydney,Los Angeles,USA,5027,915.479,0,5776,239.446,0.407,10803,1154.925,0.407,1985,7
Jul-85,Sydney,Manchester,UK,329,16.221,0.611,298,0.689,0.295,627,16.91,0.906,1985,7
Jul-85,Sydney,Manila,Philippines,2320,215.298,0.321,1785,81.321,1.202,4105,296.619,1.523,1985,7
Jul-85,Sydney,Mauritius,Mauritius,145,13.946,0,125,1.004,0,270,14.95,0,1985,7
Jul-85,Sydney,Muscat,Oman,78,1.2,0,354,16.1,0,432,17.3,0,1985,7
Jul-85,Sydney,Nadi,Fiji,5193,31.092,0,6211,183.644,0,11404,214.736,0,1985,7
Jul-85,Sydney,Nauru,Nauru,20,0.096,0,17,1.959,0,37,2.055,0,1985,7
Jul-85,Sydney,New York,USA,144,7.494,0,0,0,0,144,7.494,0,1985,7
Jul-85,Sydney,Noumea,New Caledonia,664,40.913,0.15,970,128.291,0.539,1634,169.204,0.689,1985,7
Jul-85,Sydney,Papeete,Tahiti,1379,32.358,0.209,1238,31.633,1.355,2617,63.991,1.564,1985,7
Jul-85,Sydney,Paris,France,278,1.711,0,278,44.024,0,556,45.735,0,1985,7
Jul-85,Sydney,Port Moresby,Papua New Guinea,1754,24.088,1.993,1664,95.491,11.636,3418,119.579,13.629,1985,7
Jul-85,Sydney,Port Vila,Vanuatu,908,0.388,0.16,812,11.45,0.169,1720,11.838,0.329,1985,7
Jul-85,Sydney,Rome,Italy,1655,65.723,2.283,2088,16.423,1.395,3743,82.146,3.678,1985,7
Jul-85,Sydney,San Francisco,USA,2968,182.369,0.073,2568,106.243,26.654,5536,288.612,26.727,1985,7
Jul-85,Sydney,Singapore,Singapore,9828,330.718,7.865,8054,446.671,6.603,17882,777.389,14.468,1985,7
Jul-85,Sydney,Tokyo,Japan,5667,461.402,28.006,5073,568.659,8.248,10740,1030.061,36.254,1985,7
Jul-85,Sydney,Vancouver,Canada,1006,21.251,0,1249,54.042,0.869,2255,75.293,0.869,1985,7
Jul-85,Sydney,Wellington,New Zealand,2829,142.289,4.114,2831,96.699,6.002,5660,238.988,10.116,1985,7
Jul-85,Sydney,Zagreb,Yugoslavia,0,0,0,181,0,0,181,0,0,1985,7
Jul-85,Townsville,Auckland,New Zealand,1276,15.375,0,732,0.454,0,2008,15.829,0,1985,7
Jul-85,Townsville,Bahrain,Bahrain,8,0,0,3,0,0,11,0,0,1985,7
Jul-85,Townsville,Bombay,India,0,0,0,5,0,0,5,0,0,1985,7
Jul-85,Townsville,Frankfurt,Germany,0,0,0,50,0,0,50,0,0,1985,7
Jul-85,Townsville,London,UK,177,0.002,0,192,0.321,0,369,0.323,0,1985,7
Jul-85,Townsville,Rome,Italy,0,0,0,55,0,0,55,0,0,1985,7
Jul-85,Townsville,Singapore,Singapore,496,0.396,0,316,4.962,0,812,5.358,0,1985,7
Aug-85,Adelaide,Abu Dhabi,United Arab Emirates,4,0,0,0,0,0,4,0,0,1985,8
Aug-85,Adelaide,Auckland,New Zealand,624,57.018,0.216,950,60.888,1.38,1574,117.906,1.596,1985,8
Aug-85,Adelaide,Bahrain,Bahrain,2,0,0,6,0.001,0,8,0.001,0,1985,8
Aug-85,Adelaide,Bombay,India,0,0,0,16,0,0.012,16,0,0.012,1985,8
Aug-85,Adelaide,Frankfurt,Germany,0,0,0,69,0.002,0.173,69,0.002,0.173,1985,8
Aug-85,Adelaide,London,UK,1218,8.749,0,1442,21.768,2.1,2660,30.517,2.1,1985,8
Aug-85,Adelaide,Muscat,Oman,1,0,0,11,0.2,0,12,0.2,0,1985,8
Aug-85,Adelaide,Rome,Italy,0,0,0,191,0.011,0.015,191,0.011,0.015,1985,8
Aug-85,Adelaide,Singapore,Singapore,2207,74.519,0,2137,96.426,0.226,4344,170.945,0.226,1985,8
Aug-85,Brisbane,Abu Dhabi,United Arab Emirates,0,0,0,9,0,0,9,0,0,1985,8
Aug-85,Brisbane,Auckland,New Zealand,4894,166.562,1.068,5539,115.912,4.332,10433,282.474,5.4,1985,8
Aug-85,Brisbane,Bahrain,Bahrain,9,0,0,7,0.11,0.006,16,0.11,0.006,1985,8
Aug-85,Brisbane,Bangkok,Thailand,482,9.062,0,425,5.844,0,907,14.906,0,1985,8
Aug-85,Brisbane,Bombay,India,9,0,0,11,0,0.106,20,0,0.106,1985,8
Aug-85,Brisbane,Christchurch,New Zealand,2504,94.725,0.329,2725,43.888,0,5229,138.613,0.329,1985,8
Aug-85,Brisbane,Frankfurt,Germany,124,0,0,150,0,0.736,274,0,0.736,1985,8
Aug-85,Brisbane,Hong Kong,Hong Kong,1272,10.816,0,1076,71.061,0.129,2348,81.877,0.129,1985,8
Aug-85,Brisbane,Honiara,Solomon Islands,558,2.572,0,596,14.432,0,1154,17.004,0,1985,8
Aug-85,Brisbane,Honolulu,USA,330,1.437,0,301,2.269,0,631,3.706,0,1985,8
Aug-85,Brisbane,London,UK,1201,10.666,0,1550,3.018,3.595,2751,13.684,3.595,1985,8
Aug-85,Brisbane,Los Angeles,USA,106,7.648,0,14,0,0,120,7.648,0,1985,8
Aug-85,Brisbane,Manila,Philippines,818,5.691,0,633,31.92,0.216,1451,37.611,0.216,1985,8
Aug-85,Brisbane,Nadi,Fiji,984,0.514,0,954,9.386,0,1938,9.9,0,1985,8
Aug-85,Brisbane,Noumea,New Caledonia,213,0.751,0,181,3.248,0,394,3.999,0,1985,8
Aug-85,Brisbane,Port Moresby,Papua New Guinea,1366,9.896,0.603,1584,87.404,4.282,2950,97.3,4.885,1985,8
Aug-85,Brisbane,Port Vila,Vanuatu,300,0.174,0,323,2.968,0,623,3.142,0,1985,8
Aug-85,Brisbane,Rome,Italy,100,0.019,0,110,0,0.103,210,0.019,0.103,1985,8
Aug-85,Brisbane,San Francisco,USA,316,1.572,0,316,12.643,1.496,632,14.215,1.496,1985,8
Aug-85,Brisbane,Singapore,Singapore,1882,51.688,0,1708,200.274,0.276,3590,251.962,0.276,1985,8
Aug-85,Brisbane,Suva,Fiji,81,0.145,0,48,2.822,0,129,2.967,0,1985,8
Aug-85,Brisbane,Tokyo,Japan,782,5.763,0,526,1.789,0.247,1308,7.552,0.247,1985,8
Aug-85,Brisbane,Vancouver,Canada,142,10.642,0,263,0.187,0.405,405,10.829,0.405,1985,8
Aug-85,Brisbane,Wellington,New Zealand,1146,58.575,0.493,1161,27.576,1.238,2307,86.151,1.731,1985,8
Aug-85,Cairns,Honolulu,USA,489,0.541,0,573,0.985,0,1062,1.526,0,1985,8
Aug-85,Cairns,Los Angeles,USA,366,0,0,0,0,0,366,0,0,1985,8
Aug-85,Cairns,Port Moresby,Papua New Guinea,840,0.771,0,806,14.61,0,1646,15.381,0,1985,8
Aug-85,Cairns,San Francisco,USA,734,0,0,691,0.084,0,1425,0.084,0,1985,8
Aug-85,Cairns,Vancouver,Canada,262,0,0,173,0,0,435,0,0,1985,8
Aug-85,Darwin,Auckland,New Zealand,133,4.641,0,111,0.057,0.042,244,4.698,0.042,1985,8
Aug-85,Darwin,Bandar Seri Begawan,Brunei,255,0.638,0,248,26.316,0,503,26.954,0,1985,8
Aug-85,Darwin,Bombay,India,0,0,0,4,0,0,4,0,0,1985,8
Aug-85,Darwin,Denpasar,Indonesia,671,0.569,0,714,0,0,1385,0.569,0,1985,8
Aug-85,Darwin,Frankfurt,Germany,0,0,0,64,0,0.016,64,0,0.016,1985,8
Aug-85,Darwin,Jakarta,Indonesia,26,0.59,0,96,0.013,0,122,0.603,0,1985,8
Aug-85,Darwin,London,UK,107,0,0,165,0.07,0.08,272,0.07,0.08,1985,8
Aug-85,Darwin,Rome,Italy,0,0,0,34,0,0.012,34,0,0.012,1985,8
Aug-85,Darwin,Singapore,Singapore,753,2.732,0.002,561,60.409,0.05,1314,63.141,0.052,1985,8
Aug-85,Hobart,Christchurch,New Zealand,414,7.88,0.105,611,0.692,0.018,1025,8.572,0.123,1985,8
Aug-85,Melbourne,Abu Dhabi,United Arab Emirates,91,0,0,27,44.5,0,118,44.5,0,1985,8
Aug-85,Melbourne,Amsterdam,Netherlands,838,21.531,0.014,764,5.218,3.237,1602,26.749,3.251,1985,8
Aug-85,Melbourne,Athens,Greece,2188,12.734,1.698,1939,0.952,1.975,4127,13.686,3.673,1985,8
Aug-85,Melbourne,Auckland,New Zealand,4252,281.767,1.124,4781,280.624,7.215,9033,562.391,8.339,1985,8
Aug-85,Melbourne,Bahrain,Bahrain,49,0.011,0.004,38,48.719,1.251,87,48.73,1.255,1985,8
Aug-85,Melbourne,Bangkok,Thailand,2044,87.102,0.012,2389,100.415,0.484,4433,187.517,0.496,1985,8
Aug-85,Melbourne,Beijing,China,103,7.331,0,275,2.321,0,378,9.652,0,1985,8
Aug-85,Melbourne,Belgrade,Yugoslavia,1195,40.636,0,1026,2.424,0.186,2221,43.06,0.186,1985,8
Aug-85,Melbourne,Bombay,India,150,12.19,0.181,80,0.143,0.327,230,12.333,0.508,1985,8
Aug-85,Melbourne,Christchurch,New Zealand,3220,107.843,0.782,3207,115.558,1.128,6427,223.401,1.91,1985,8
Aug-85,Melbourne,Colombo,Sri Lanka,195,0.588,0,175,5.888,0,370,6.476,0,1985,8
Aug-85,Melbourne,Denpasar,Indonesia,3803,4.207,0,3932,4.714,0,7735,8.921,0,1985,8
Aug-85,Melbourne,Dubai,United Arab Emirates,8,10.053,0,23,236.063,0,31,246.116,0,1985,8
Aug-85,Melbourne,Frankfurt,Germany,1133,498.143,2.862,1021,81.327,4.395,2154,579.47,7.257,1985,8
Aug-85,Melbourne,Hong Kong,Hong Kong,5458,282.422,0.469,4378,276.289,4.817,9836,558.711,5.286,1985,8
Aug-85,Melbourne,Honolulu,USA,1889,27.252,0,2168,48.367,0.265,4057,75.619,0.265,1985,8
Aug-85,Melbourne,Houston,USA,6,0,0,0,0,0,6,0,0,1985,8
Aug-85,Melbourne,Jakarta,Indonesia,122,80.229,0.038,873,67.236,0.414,995,147.465,0.452,1985,8
Aug-85,Melbourne,Kuala Lumpur,Malaysia,2132,107.777,0.672,2246,97.211,0.069,4378,204.988,0.741,1985,8
Aug-85,Melbourne,Larnaca,Cyprus,0,0,0,35,0.009,0,35,0.009,0,1985,8
Aug-85,Melbourne,London,UK,2858,173.739,0.464,3465,32.425,17.435,6323,206.164,17.899,1985,8
Aug-85,Melbourne,Los Angeles,USA,2105,353.171,0,2287,141.72,0,4392,494.891,0,1985,8
Aug-85,Melbourne,Manchester,UK,204,11.822,0.82,266,0.082,0,470,11.904,0.82,1985,8
Aug-85,Melbourne,Manila,Philippines,1884,114.876,0,1744,48.745,0.054,3628,163.621,0.054,1985,8
Aug-85,Melbourne,Muscat,Oman,19,0.1,0,226,46.8,0,245,46.9,0,1985,8
Aug-85,Melbourne,Nadi,Fiji,3701,13.612,0.118,3687,45.637,1.263,7388,59.249,1.381,1985,8
Aug-85,Melbourne,Nauru,Nauru,95,0.489,0,79,23.03,0,174,23.519,0,1985,8
Aug-85,Melbourne,New York,USA,19,0.001,0,0,0,0,19,0.001,0,1985,8
Aug-85,Melbourne,Noumea,New Caledonia,72,0.1,0,153,7.754,0.058,225,7.854,0.058,1985,8
Aug-85,Melbourne,Papeete,Tahiti,264,0.149,0,206,32.516,0,470,32.665,0,1985,8
Aug-85,Melbourne,Rome,Italy,2070,43.2,0.89,1923,27.708,1.443,3993,70.908,2.333,1985,8
Aug-85,Melbourne,San Francisco,USA,841,36.13,0.056,961,75.381,18.536,1802,111.511,18.592,1985,8
Aug-85,Melbourne,Singapore,Singapore,7104,275.989,2.801,6623,376.14,3.422,13727,652.129,6.223,1985,8
Aug-85,Melbourne,Tokyo,Japan,448,63.665,5.67,372,51.469,1.01,820,115.134,6.68,1985,8
Aug-85,Melbourne,Vancouver,Canada,203,1.073,0,67,8.559,1.206,270,9.632,1.206,1985,8
Aug-85,Melbourne,Wellington,New Zealand,1044,61.091,0.546,1091,48.108,1.943,2135,109.199,2.489,1985,8
Aug-85,Norfolk Island,Auckland,New Zealand,567,7.238,0.912,467,0.033,0.254,1034,7.271,1.166,1985,8
Aug-85,Perth,Auckland,New Zealand,1104,64.353,0,1059,13.851,0,2163,78.204,0,1985,8
Aug-85,Perth,Bahrain,Bahrain,42,0,0,28,25.057,0,70,25.057,0,1985,8
Aug-85,Perth,Bandar Seri Begawan,Brunei,0,0,0,0,21.585,0,0,21.585,0,1985,8
Aug-85,Perth,Bangkok,Thailand,910,14.818,0.373,847,1.881,0.093,1757,16.699,0.466,1985,8
Aug-85,Perth,Bombay,India,532,2.538,0,487,0.919,0.139,1019,3.457,0.139,1985,8
Aug-85,Perth,Denpasar,Indonesia,2392,11.636,0,2672,0.001,0.06,5064,11.637,0.06,1985,8
Aug-85,Perth,Frankfurt,Germany,124,3.54,0,113,0.205,0.404,237,3.745,0.404,1985,8
Aug-85,Perth,Harare,Zimbabwe,256,3.528,0,247,2.202,0.085,503,5.73,0.085,1985,8
Aug-85,Perth,Hong Kong,Hong Kong,2145,65.67,0,2367,77.523,0.195,4512,143.193,0.195,1985,8
Aug-85,Perth,Honolulu,USA,0,0,0,43,0.013,0.001,43,0.013,0.001,1985,8
Aug-85,Perth,Jakarta,Indonesia,793,27.328,0,257,48.05,0,1050,75.378,0,1985,8
Aug-85,Perth,Johannesburg,South Africa,366,2.533,0,409,9.648,0,775,12.181,0,1985,8
Aug-85,Perth,Kuala Lumpur,Malaysia,1870,108.995,0.107,2268,135.738,0.244,4138,244.733,0.351,1985,8
Aug-85,Perth,London,UK,2425,8.706,4.366,2198,13.636,3.439,4623,22.342,7.805,1985,8
Aug-85,Perth,Mauritius,Mauritius,75,0.598,0,91,0.756,0,166,1.354,0,1985,8
Aug-85,Perth,Muscat,Oman,9,0.5,0,5,1,0,14,1.5,0,1985,8
Aug-85,Perth,Rome,Italy,533,0.241,0,303,0.156,0.319,836,0.397,0.319,1985,8
Aug-85,Perth,San Francisco,USA,0,0,0,179,0.023,1.488,179,0.023,1.488,1985,8
Aug-85,Perth,Singapore,Singapore,6519,234.969,1.494,6590,668.718,0.581,13109,903.687,2.075,1985,8
Aug-85,Perth,Tokyo,Japan,23,0.997,0,19,3.967,0.139,42,4.964,0.139,1985,8
Aug-85,Port Hedland,Denpasar,Indonesia,198,0,0,254,0,0,452,0,0,1985,8
Aug-85,Port Hedland,Jakarta,Indonesia,0,0,0,28,0,0,28,0,0,1985,8
Aug-85,Sydney,Abu Dhabi,United Arab Emirates,248,0.2,0,220,75.3,0,468,75.5,0,1985,8
Aug-85,Sydney,Amsterdam,Netherlands,841,66.297,0.037,885,5.328,2.869,1726,71.625,2.906,1985,8
Aug-85,Sydney,Apia,Western Samoa,62,0.09,0,367,3.562,0,429,3.652,0,1985,8
Aug-85,Sydney,Athens,Greece,2076,26.527,1.15,2215,2.673,1.568,4291,29.2,2.718,1985,8
Aug-85,Sydney,Auckland,New Zealand,20152,1216.291,16.245,21300,1063.73,41.167,41452,2280.021,57.412,1985,8
Aug-85,Sydney,Bahrain,Bahrain,167,0.874,0.354,101,14.473,1.804,268,15.347,2.158,1985,8
Aug-85,Sydney,Bangkok,Thailand,2576,135.154,0.809,3147,65.844,1.375,5723,200.998,2.184,1985,8
Aug-85,Sydney,Beijing,China,339,15.881,0.19,516,8.469,0.034,855,24.35,0.224,1985,8
Aug-85,Sydney,Belgrade,Yugoslavia,1344,59.494,0.784,1357,4.799,0.127,2701,64.293,0.911,1985,8
Aug-85,Sydney,Bombay,India,1082,64.268,0.074,1101,1.828,1.128,2183,66.096,1.202,1985,8
Aug-85,Sydney,Christchurch,New Zealand,7405,197.751,1.073,8424,162.991,2.458,15829,360.742,3.531,1985,8
Aug-85,Sydney,Colombo,Sri Lanka,156,2.274,0,177,1.473,0,333,3.747,0,1985,8
Aug-85,Sydney,Denpasar,Indonesia,2855,65.79,0,3214,3.293,0.045,6069,69.083,0.045,1985,8
Aug-85,Sydney,Dubai,United Arab Emirates,37,3.977,0,124,31.913,0,161,35.89,0,1985,8
Aug-85,Sydney,Frankfurt,Germany,1373,165.311,3.153,1359,65.602,6.348,2732,230.913,9.501,1985,8
Aug-85,Sydney,Guangzhou,China,80,2.109,0,88,0.201,0,168,2.31,0,1985,8
Aug-85,Sydney,Harare,Zimbabwe,478,13.276,0.176,518,3.135,0.121,996,16.411,0.297,1985,8
Aug-85,Sydney,Hong Kong,Hong Kong,7969,347.904,1.665,7930,546.235,7.19,15899,894.139,8.855,1985,8
